Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70.0,Canada,4.0,2,Vietnam,Moderate Blend,Excellent
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70.0,Canada,3.25,6,Ecuador,Moderate Blend,Fair
Soma,CSB Chama,1594,2015,70.0,Canada,3.5,1,Venezuela,Moderate Blend,Fair
Soma,Porcelana,1594,2015,75.0,Canada,4.0,6,Venezuela,Moderate Blend,Excellent
Soma,"La Tronca, Matagalpa",1227,2014,70.0,Canada,3.5,6,Nicaragua,Moderate Blend,Fair
Soma,Maranon Canyon,1259,2014,70.0,Canada,3.75,3,Peru,Moderate Blend,Fair
Soma,La Dalia,1307,2014,70.0,Canada,3.25,2,Nicaragua,Moderate Blend,Fair
Soma,"Camino Verde P., Balao, Guayas",1307,2014,80.0,Canada,3.5,3,Ecuador,Moderate Blend,Fair
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70.0,Canada,3.75,3,Vanuatu,Moderate Blend,Fair
Soma,Little Big Man,1339,2014,70.0,Canada,3.25,4,Madagascar & Ecuador,Moderate Blend,Fair
Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77.0,Canada,3.75,2,Dominican Republic,Moderate Blend,Fair
Soma,Java,1030,2013,70.0,Canada,3.25,1,Indonesia,Moderate Blend,Fair
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70.0,Canada,2.75,1,Peru,Moderate Blend,Fair
Soma,"Sangre Grande P., Trinidad",1073,2013,70.0,Canada,3.75,2,Trinidad,Moderate Blend,Fair
Soma,Chef's Blend,1077,2013,70.0,Canada,3.25,6,Unkown,Moderate Blend,Fair
Soma,Patanemo,1077,2013,70.0,Canada,3.75,1,Venezuela,Moderate Blend,Fair
Soma,Crazy 88,1077,2013,88.0,Canada,4.0,6,"Guat., D.R., Peru, Mad., PNG",Deep Dark,Excellent
Soma,"Maracaibo, El Vigia",1077,2013,70.0,Canada,4.0,1,Venezuela,Moderate Blend,Excellent
Soma,Equator,1081,2013,67.0,Canada,4.0,6,"Peru, Dom. Rep",Mild Mocha,Excellent
Soma,Orinoco,1173,2013,70.0,Canada,3.25,3,Venezuela,Moderate Blend,Fair
Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70.0,Canada,4.0,2,Jamaica,Moderate Blend,Excellent
Soma,Noula Coop,817,2012,70.0,Canada,3.25,6,Haiti,Moderate Blend,Fair
Soma,O'ahu,833,2012,70.0,Canada,3.75,6,Hawaii,Moderate Blend,Fair
Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.0,Canada,4.0,4,"Dom. Rep., Madagascar",Moderate Blend,Excellent
Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,4,"Gre., PNG, Haw., Haiti, Mad",Moderate Blend,Excellent
Soma,Cahabon Region,951,2012,70.0,Canada,3.5,2,Guatemala,Moderate Blend,Fair
Soma,Carenero Superior,951,2012,70.0,Canada,3.75,2,Venezuela,Moderate Blend,Fair
Soma,Eastern Promises,967,2012,70.0,Canada,3.5,4,"Mad., Java, PNG",Moderate Blend,Fair
Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,2,Papua New Guinea,Deep Dark,Fair
Soma,"Grenada, Black Science",676,2011,70.0,Canada,2.75,2,Grenada,Moderate Blend,Fair
Soma,"Alto Beni, Wild Bolivian",676,2011,70.0,Canada,3.5,6,Bolivia,Moderate Blend,Fair
Soma,Peruvian,676,2011,64.0,Canada,4.0,6,Peru,Mild Mocha,Excellent
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70.0,Canada,4.0,5,"Ven, Bolivia, D.R.",Moderate Blend,Excellent
Soma,"Elvesia P., Black Science",682,2011,70.0,Canada,3.75,3,Dominican Republic,Moderate Blend,Fair
Soma,Chuao,688,2011,70.0,Canada,3.5,1,Venezuela,Moderate Blend,Fair
Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,2,"DR, Ecuador, Peru",Moderate Blend,Fair
Soma,Hispaniola,377,2009,70.0,Canada,3.0,3,Dominican Republic,Moderate Blend,Fair
Soma,Africa,377,2009,70.0,Canada,3.5,3,Ghana,Moderate Blend,Fair
Soma,Conacado,387,2009,70.0,Canada,3.0,2,Dominican Republic,Moderate Blend,Fair
Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,2,Papua New Guinea,Moderate Blend,Fair
Soma,Madagascar,387,2009,70.0,Canada,3.75,1,Madagascar,Moderate Blend,Fair
Soma,Ocumare,387,2009,70.0,Canada,3.75,1,Venezuela,Moderate Blend,Fair
Somerville,Nicaragua,1367,2014,70.0,USA,3.25,6,Nicaragua,Moderate Blend,Fair
Somerville,"Hawaiian, Big Island",1395,2014,70.0,USA,3.5,6,Hawaii,Moderate Blend,Fair
Soul,Dominican Republic,1932,2017,70.0,Canada,3.25,6,Dominican Republic,Moderate Blend,Fair
Soul,Madagascar,1936,2017,70.0,Canada,3.5,6,Madagascar,Moderate Blend,Fair
Soul,Venezuela,1936,2017,75.0,Canada,3.5,6,Venezuela,Moderate Blend,Fair
Soul,Ecuador,1936,2017,75.0,Canada,3.25,6,Ecuador,Moderate Blend,Fair
Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,6,Papua New Guinea,Moderate Blend,Fair
Soul,Tanzania,1940,2017,80.0,Canada,3.5,6,Tanzania,Moderate Blend,Fair
Spagnvola,AgroCriso Plantation,793,2012,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Spagnvola,AgroCriso Plantation,793,2012,80.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Spagnvola,AgroCriso Plantation,793,2012,75.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Spencer,Dominican Republic,1932,2017,70.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Spencer,Ecuador,1932,2017,70.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Spencer,Peru,1932,2017,70.0,USA,2.75,6,Peru,Moderate Blend,Fair
Spencer,"Dominican Republic, lot D82R",1792,2016,70.0,Australia,3.5,6,Dominican Republic,Moderate Blend,Fair
Spencer,"Ecuador, lot E432314L",1792,2016,70.0,Australia,3.75,6,Ecuador,Moderate Blend,Fair
Spencer,"Madagascar, lot M0403R",1792,2016,70.0,Australia,3.75,6,Madagascar,Moderate Blend,Fair
Spencer,Malekula Island,1434,2014,72.0,Australia,2.75,2,Vanuatu,Moderate Blend,Fair
Sprungli (Felchlin),Alto Beni,1057,2013,70.0,Switzerland,3.0,1,Bolivia,Moderate Blend,Fair
SRSLY,Dominican Republic,1113,2013,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
SRSLY,Dominican Republic,1121,2013,84.0,USA,2.25,6,Dominican Republic,Deep Dark,Poor
Starchild,"Bolivar, Arriba",1634,2015,70.0,USA,3.0,3,Ecuador,Moderate Blend,Fair
Starchild,Hispaniola,1692,2015,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Starchild,Cacao Verapaz,1692,2015,70.0,USA,3.0,6,Guatemala,Moderate Blend,Fair
Starchild,Rio Tuma,1692,2015,70.0,USA,3.0,2,Nicaragua,Moderate Blend,Fair
Starchild,Sambirano Valley,1696,2015,70.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68.0,Switzerland,2.75,2,Brazil,Mild Mocha,Fair
Stella (aka Bernrain),India,729,2011,72.0,Switzerland,3.25,6,India,Moderate Blend,Fair
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84.0,USA,3.5,6,Ecuador,Deep Dark,Fair
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
StRita Supreme,"Samar, East Visayas region",939,2012,65.0,USA,2.5,6,Philippines,Mild Mocha,Fair
StRita Supreme,"Samar, East Visayas region",943,2012,70.0,USA,2.5,6,Philippines,Moderate Blend,Fair
StRita Supreme,"Samar, East Visayas region",943,2012,75.0,USA,2.75,6,Philippines,Moderate Blend,Fair
Sublime Origins,Sambirano,1157,2013,67.0,USA,2.75,2,Madagascar,Mild Mocha,Fair
Sublime Origins,Moho Valley,1157,2013,78.0,USA,3.25,2,Belize,Moderate Blend,Fair
Summerbird,Peru,1800,2016,61.0,Denmark,2.5,4,Peru,Mild Mocha,Fair
Summerbird,Peru,1800,2016,71.0,Denmark,3.0,4,Peru,Moderate Blend,Fair
Suruca Chocolate,Venezuela,1796,2016,70.0,Venezuela,2.75,6,Venezuela,Moderate Blend,Fair
Suruca Chocolate,Venezuela,1796,2016,60.0,Venezuela,3.0,6,Venezuela,Mild Mocha,Fair
Svenska Kakaobolaget,Sri Lanka,1618,2015,70.0,Sweden,2.75,4,Sri Lanka,Moderate Blend,Fair
Szanto Tibor,Nacional,1668,2015,70.0,Hungary,3.25,6,Ecuador,Moderate Blend,Fair
Szanto Tibor,Baracoa,1704,2015,88.0,Hungary,3.25,2,Cuba,Deep Dark,Fair
Szanto Tibor,Ambolikapiky,1704,2015,70.0,Hungary,3.25,2,Madagascar,Moderate Blend,Fair
Szanto Tibor,"Winak, Sumaco",1704,2015,70.0,Hungary,3.75,3,Ecuador,Moderate Blend,Fair
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70.0,Hungary,3.25,2,Vietnam,Moderate Blend,Fair
Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70.0,Hungary,3.5,3,Brazil,Moderate Blend,Fair
Szanto Tibor,Porcelana,1263,2014,70.0,Hungary,3.5,1,Venezuela,Moderate Blend,Fair
Szanto Tibor,Baracoa,1263,2014,70.0,Hungary,3.75,2,Cuba,Moderate Blend,Fair
Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70.0,Hungary,3.5,1,Madagascar,Moderate Blend,Fair
Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70.0,Hungary,3.5,1,Madagascar,Moderate Blend,Fair
Szanto Tibor,Cacao Blanco,1193,2013,70.0,Hungary,3.25,6,Nicaragua,Moderate Blend,Fair
Szanto Tibor,Santo Domingo,939,2012,70.0,Hungary,3.25,6,Dominican Republic,Moderate Blend,Fair
Szanto Tibor,Millot Plantation,939,2012,70.0,Hungary,3.25,6,Madagascar,Moderate Blend,Fair
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70.0,Hungary,3.75,6,Peru,Moderate Blend,Fair
Szanto Tibor,Crudo,761,2011,70.0,Hungary,3.0,6,Venezuela,Moderate Blend,Fair
Tabal,Costa Rica,1101,2013,70.0,USA,2.75,6,Costa Rica,Moderate Blend,Fair
Tabal,Dominican Republic,1101,2013,70.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70.0,USA,2.5,6,Mexico,Moderate Blend,Fair
Tabal,Peru,1105,2013,70.0,USA,3.0,6,Peru,Moderate Blend,Fair
Tablette (aka Vanillabeans),Colombia,1450,2015,70.0,Japan,3.0,6,Colombia,Moderate Blend,Fair
Tablette (aka Vanillabeans),Papua,1450,2015,62.0,Japan,3.25,6,Papua New Guinea,Mild Mocha,Fair
Tablette (aka Vanillabeans),Vietnam,1450,2015,60.0,Japan,3.25,2,Vietnam,Mild Mocha,Fair
Tablette (aka Vanillabeans),Trinidad,1680,2015,77.0,Japan,2.75,2,Trinidad,Moderate Blend,Fair
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70.0,Suriname,3.25,2,Suriname,Moderate Blend,Fair
Taza,Belize,1271,2014,68.0,USA,3.0,2,Belize,Mild Mocha,Fair
Taza,Alto Beni,785,2011,87.0,USA,3.25,6,Bolivia,Deep Dark,Fair
Taza,Chiapan,451,2009,75.0,USA,2.75,6,Mexico,Moderate Blend,Fair
Taza,"Dark, Stone Ground",180,2007,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
TCHO,West Africa,1716,2016,62.0,USA,2.0,3,West Africa,Mild Mocha,Poor
TCHO,Peru- Ecuador,915,2012,99.0,USA,3.25,6,"Peru, Ecuador",Deep Dark,Fair
TCHO,TCHOPro 60.5,387,2009,60.0,USA,2.75,6,Unkown,Mild Mocha,Fair
TCHO,TCHOPro 68,387,2009,68.0,USA,3.0,6,Unkown,Mild Mocha,Fair
TCHO,Chocolatey-beta,199,2008,70.0,USA,2.5,3,Ghana,Moderate Blend,Fair
TCHO,Fruity-beta,280,2008,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
TCHO,Citrus-beta,280,2008,70.0,USA,2.75,6,Madagascar,Moderate Blend,Fair
TCHO,Nutty-beta,284,2008,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
Tejas,Concepcion,801,2012,70.0,USA,2.75,6,Madagascar,Moderate Blend,Fair
Tejas,Bayou Blend,801,2012,70.0,USA,3.0,4,"Ecuador, Mad., PNG",Moderate Blend,Fair
Tejas,Aranama,805,2012,70.0,USA,3.0,6,Papua New Guinea,Moderate Blend,Fair
Tejas,Presidio,805,2012,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Tejas,"La Bahia, w/ cane juice",817,2012,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Tejas,Capistrano,821,2012,70.0,USA,2.0,6,Peru,Moderate Blend,Poor
Tejas,"La Bahia, w/ cane sugar",825,2012,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Tejas,San Jose,829,2012,70.0,USA,2.75,6,Bolivia,Moderate Blend,Fair
Tejas,Capistrano*,829,2012,70.0,USA,3.0,6,Madagascar,Moderate Blend,Fair
Tejas,Espada,833,2012,70.0,USA,3.25,6,Mexico,Moderate Blend,Fair
Tejas,Espada,967,2012,70.0,USA,2.75,6,Brazil,Moderate Blend,Fair
Tejas,Concepcion*,971,2012,80.0,USA,3.0,6,Venezuela,Moderate Blend,Fair
Tejas,San Jose,971,2012,67.0,USA,3.25,6,Bolivia,Mild Mocha,Fair
Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70.0,USA,3.5,3,Brazil,Moderate Blend,Fair
Terroir,Peru,1478,2015,70.0,USA,2.75,6,Peru,Moderate Blend,Fair
Terroir,Belize,1478,2015,70.0,USA,3.75,2,Belize,Moderate Blend,Fair
Terroir,Madagascar,1478,2015,70.0,USA,3.75,2,Madagascar,Moderate Blend,Fair
Terroir,Ecuador,1482,2015,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Terroir,Oko Caribe,1554,2015,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Terroir,Guatemala,1558,2015,70.0,USA,3.75,2,Guatemala,Moderate Blend,Fair
Terroir,Ecuador,1323,2014,77.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Terroir,Madagascar,1323,2014,67.0,USA,3.75,2,Madagascar,Mild Mocha,Fair
Terroir,Uganda,1323,2014,73.0,USA,3.75,3,Uganda,Moderate Blend,Fair
The Barn,Peru,1614,2015,70.0,Sweden,3.0,6,Peru,Moderate Blend,Fair
Theo,Congo w/ nibs,903,2012,65.0,USA,3.25,3,Congo,Mild Mocha,Fair
Theo,Madagascar,162,2007,65.0,USA,3.5,2,Madagascar,Mild Mocha,Fair
Theo,Ivory Coast,184,2007,75.0,USA,2.5,6,Ivory Coast,Moderate Blend,Fair
Theo,"Ghana, Kumasi",184,2007,84.0,USA,3.0,3,Ghana,Deep Dark,Fair
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91.0,USA,2.0,4,Venezuela,Deep Dark,Poor
Theo,"Ghana, Panama, Ecuador",188,2007,75.0,USA,3.0,4,"Ghana, Panama, Ecuador",Moderate Blend,Fair
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70.0,Japan,3.25,6,Peru,Moderate Blend,Fair
Timo A. Meyer,"Belize, med roast",1836,2016,72.0,Germany,3.75,2,Belize,Moderate Blend,Fair
To'ak (Ecuatoriana),Manabi,1418,2014,81.0,Ecuador,3.25,3,Ecuador,Deep Dark,Fair
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70.0,France,4.0,2,Tobago,Moderate Blend,Excellent
Tocoti,"Wild Bolivian, Jungle Love",927,2012,77.0,USA,3.0,1,Bolivia,Moderate Blend,Fair
Tocoti,Venezuela,789,2011,72.0,USA,2.75,6,Venezuela,Moderate Blend,Fair
Tocoti,Dominican Republic,789,2011,74.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Treehouse,Conacado,1239,2014,72.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72.0,Madagascar,3.5,6,Madagascar,Moderate Blend,Fair
twenty-four blackbirds,Oko Caribe,1700,2015,75.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
twenty-four blackbirds,Madagascar,1235,2014,75.0,USA,3.5,2,Madagascar,Moderate Blend,Fair
twenty-four blackbirds,Dominican Republic,1022,2013,68.0,USA,3.25,6,Dominican Republic,Mild Mocha,Fair
twenty-four blackbirds,Palos Blancos,1026,2013,75.0,USA,2.5,6,Bolivia,Moderate Blend,Fair
twenty-four blackbirds,Dominican Republic,753,2011,73.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Two Ravens,Peru,1740,2016,60.0,USA,3.0,1,Peru,Mild Mocha,Fair
Un Dimanche A Paris,Dominican Republic,709,2011,63.0,France,3.75,6,Dominican Republic,Mild Mocha,Fair
Undone,Matagalpa,1438,2014,74.0,USA,2.75,6,Nicaragua,Moderate Blend,Fair
Undone,Nourish,1438,2014,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Upchurch,"Madagascar, Sassy Bar",1752,2016,72.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Upchurch,"Tanzania, Party Bar",1752,2016,72.0,USA,3.25,6,Tanzania,Moderate Blend,Fair
Urzi,"Sur del Lago, Merida",1327,2014,65.0,Italy,3.25,2,Venezuela,Mild Mocha,Fair
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63.0,France,4.0,6,Peru,Mild Mocha,Excellent
Valrhona,"Andoa, Grand Cru blend",1145,2013,70.0,France,3.5,6,Unkown,Moderate Blend,Fair
Valrhona,"Loma Sotavento, 2013",1153,2013,64.0,France,3.5,6,Dominican Republic,Mild Mocha,Fair
Valrhona,"Otucan, Grand Cru",931,2012,69.0,France,4.0,6,Venezuela,Mild Mocha,Excellent
Valrhona,Caraque,709,2011,56.0,France,3.25,6,Unkown,Mild Mocha,Fair
Valrhona,"Porcelana, Pedegral",757,2011,64.0,France,4.0,1,Venezuela,Mild Mocha,Excellent
Valrhona,Tainori,327,2009,64.0,France,3.75,6,Dominican Republic,Mild Mocha,Fair
Valrhona,Alpaco,370,2009,66.0,France,3.75,6,Ecuador,Mild Mocha,Fair
Valrhona,Nyangbo,395,2009,68.0,France,3.5,3,Ghana,Mild Mocha,Fair
Valrhona,Araguani,117,2007,72.0,France,3.0,4,"Venezuela, Carribean",Moderate Blend,Fair
Valrhona,Chuao 2002 P.,129,2007,65.0,France,3.75,2,Venezuela,Mild Mocha,Fair
Valrhona,Manjari,129,2007,64.0,France,4.0,4,Madagascar,Mild Mocha,Excellent
Valrhona,Le Noir Extra Amer,147,2007,85.0,France,1.5,6,Unkown,Deep Dark,Poor
Valrhona,Abinao,153,2007,85.0,France,2.5,3,West Africa,Deep Dark,Fair
Valrhona,Le Noir Amer,157,2007,71.0,France,2.75,3,West Africa,Moderate Blend,Fair
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64.0,France,3.25,1,Venezuela,Mild Mocha,Fair
Valrhona,Caraibe,63,2006,66.0,France,3.0,2,Carribean,Mild Mocha,Fair
Valrhona,Guanaja,63,2006,70.0,France,4.0,4,South America,Moderate Blend,Excellent
Valrhona,Gran Couva 2005 P.,75,2006,64.0,France,2.5,2,Trinidad,Mild Mocha,Fair
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64.0,France,3.0,1,Venezuela,Mild Mocha,Fair
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64.0,France,3.5,2,Madagascar,Mild Mocha,Fair
Vanleer (Barry Callebaut),Manhattan,963,2012,72.0,USA,2.5,3,Ghana,Moderate Blend,Fair
Vanleer (Barry Callebaut),Napa,963,2012,65.0,USA,2.75,3,Ghana,Mild Mocha,Fair
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72.0,Madagascar,2.75,2,Madagascar,Moderate Blend,Fair
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76.0,Madagascar,2.75,2,Madagascar,Moderate Blend,Fair
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80.0,Madagascar,2.75,2,Madagascar,Moderate Blend,Fair
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70.0,Madagascar,3.0,2,Madagascar,Moderate Blend,Fair
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68.0,Madagascar,3.0,2,Madagascar,Mild Mocha,Fair
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64.0,Madagascar,3.25,2,Madagascar,Mild Mocha,Fair
Vicuna,Palos Blancos,1470,2015,70.0,USA,3.25,6,Bolivia,Moderate Blend,Fair
Vicuna,Palos Blancos + nibs,1470,2015,70.0,USA,3.25,6,Bolivia,Moderate Blend,Fair
Videri,Dominican Republic,1211,2014,90.0,USA,3.25,6,Dominican Republic,Deep Dark,Fair
Videri,Trinidad,1211,2014,75.0,USA,3.5,2,Trinidad,Moderate Blend,Fair
Videri,Mindo,1227,2014,75.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Videri,Dark,1117,2013,90.0,USA,3.75,6,Central and S. America,Deep Dark,Fair
Videri,Classic,991,2012,70.0,USA,3.25,6,Central and S. America,Moderate Blend,Fair
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70.0,France,3.5,2,Vietnam,Moderate Blend,Fair
Vintage Plantations,San Martin,1205,2014,75.0,USA,3.0,6,Peru,Moderate Blend,Fair
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100.0,USA,2.0,3,Ecuador,Deep Dark,Poor
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90.0,USA,2.0,3,Ecuador,Deep Dark,Poor
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,75.0,USA,3.0,3,Ecuador,Moderate Blend,Fair
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2007",153,2007,65.0,USA,3.0,3,Ecuador,Mild Mocha,Fair
Violet Sky,Sambirano Valley,1458,2015,77.0,USA,2.75,2,Madagascar,Moderate Blend,Fair
Violet Sky,Moho River Valley,1458,2015,77.0,USA,3.0,4,Belize,Moderate Blend,Fair
Violet Sky,Cuyagua,1458,2015,77.0,USA,3.0,1,Venezuela,Moderate Blend,Fair
Violet Sky,Peru,1458,2015,77.0,USA,3.25,4,Peru,Moderate Blend,Fair
Violet Sky,Cahabon,1502,2015,77.0,USA,2.75,2,Guatemala,Moderate Blend,Fair
Vivra,Peru,1720,2016,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
Vivra,Ocumare,1720,2016,70.0,USA,2.5,6,Venezuela,Moderate Blend,Fair
Vivra,Dominican Republic,1724,2016,70.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Wellington Chocolate Factory,Conacado,1756,2016,70.0,New Zealand,3.5,2,Dominican Republic,Moderate Blend,Fair
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70.0,New Zealand,3.5,6,Peru,Moderate Blend,Fair
Whittakers,Ghana,733,2011,72.0,New Zealand,2.5,3,Ghana,Moderate Blend,Fair
Wilkie's Organic,Amazonas,1169,2013,75.0,Ireland,2.5,1,Peru,Moderate Blend,Fair
Wilkie's Organic,Amazonas,1169,2013,89.0,Ireland,2.75,1,Peru,Deep Dark,Fair
Wilkie's Organic,Tumbes,1169,2013,75.0,Ireland,3.25,1,Peru,Moderate Blend,Fair
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75.0,Ireland,2.75,1,Peru,Moderate Blend,Fair
Willie's Cacao,Los Llanos,1848,2016,70.0,U.K.,4.0,6,Colombia,Moderate Blend,Excellent
Willie's Cacao,Los Llanos,1227,2014,88.0,U.K.,3.0,2,Colombia,Deep Dark,Fair
Willie's Cacao,"Java, Indonesian Black",1109,2013,100.0,U.K.,2.25,6,Indonesia,Deep Dark,Poor
Willie's Cacao,Sambirano,593,2010,71.0,U.K.,3.0,2,Madagascar,Moderate Blend,Fair
Willie's Cacao,Hacienda Las Trincheras,593,2010,72.0,U.K.,3.5,6,Venezuela,Moderate Blend,Fair
Willie's Cacao,Java,593,2010,69.0,U.K.,3.75,6,Indonesia,Mild Mocha,Fair
Willie's Cacao,San Martin,457,2009,70.0,U.K.,3.0,6,Peru,Moderate Blend,Fair
Willie's Cacao,Rio Caribe,457,2009,72.0,U.K.,3.25,2,Venezuela,Moderate Blend,Fair
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74.0,USA,3.0,1,Venezuela,Moderate Blend,Fair
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76.0,USA,3.5,6,Bolivia,Moderate Blend,Fair
Wm,"Ghana, 2013, batch 129",1916,2016,75.0,USA,3.75,6,Ghana,Moderate Blend,Fair
Woodblock,"Maranon, Cajamarca",1243,2014,70.0,USA,3.0,3,Peru,Moderate Blend,Fair
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Woodblock,Gran Couva,1042,2013,70.0,USA,3.5,2,Trinidad,Moderate Blend,Fair
Woodblock,Ecuador,825,2012,70.0,USA,2.5,6,Ecuador,Moderate Blend,Fair
Woodblock,Costa Rica,825,2012,70.0,USA,3.0,6,Costa Rica,Moderate Blend,Fair
Woodblock,Sambirano,951,2012,70.0,USA,3.25,2,Madagascar,Moderate Blend,Fair
Woodblock,Ocumare,741,2011,70.0,USA,4.0,6,Venezuela,Moderate Blend,Excellent
Woodblock,La Red,769,2011,70.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Xocolat,Hispaniola,1057,2013,66.0,Dominican Republic,3.0,6,Dominican Republic,Mild Mocha,Fair
Xocolla,"Sambirano, batch 170102",1948,2017,70.0,USA,2.75,6,Madagascar,Moderate Blend,Fair
Xocolla,"Hispaniola, batch 170104",1948,2017,70.0,USA,2.5,6,Dominican Republic,Moderate Blend,Fair
Zak's,"Papua New Guinea, Batch 2",1574,2015,70.0,USA,3.0,6,Papua New Guinea,Moderate Blend,Fair
Zak's,"Dominican Republic, Batch D2",1578,2015,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Zak's,"Madagascar, Batch 2",1578,2015,70.0,USA,3.25,2,Madagascar,Moderate Blend,Fair
Zak's,"Peru, Batch 1",1578,2015,70.0,USA,3.25,6,Peru,Moderate Blend,Fair
Zak's,"Belize, Batch 2",1578,2015,70.0,USA,3.5,2,Belize,Moderate Blend,Fair
Zak's,"House Blend, Batch 2",1582,2015,60.0,USA,3.0,6,Unkown,Mild Mocha,Fair
Zart Pralinen,"Millot P., Ambanja",1820,2016,70.0,Austria,3.5,4,Madagascar,Moderate Blend,Fair
Zart Pralinen,UNOCACE,1824,2016,70.0,Austria,2.75,6,Ecuador,Moderate Blend,Fair
